year,team,team_id,conf,quad_id,seed,round,kadj_o,kadj_o_rank,kadj_d,kadj_d_rank,kadj_t,kadj_t_rank,badj_o,badj_o_rank,badj_d,badj_d_rank,barthag,barthag_rank,efg%,efg%_rank,efg%d,efgd%_rank,tov%,tov%_rank,tov%d,tov%d_rank,oreb%,oreb%_rank,dreb%,dreb%_rank,ftr,ftr_rank,ftrd,ftrd_rank,2pt%,2pt%_rank,2pt%d,2pt%d_rank,3pt%,3pt%_rank,3pt%d,3pt%d_rank,3ptr,3ptr_rank,3ptrd,3ptrd_rank
2022,Colgate,36,Pat,1,14,64,108.276,79,104.059,203,67.2561,163,106.4,93,103.6,217,0.576,139,55.9,11,49.0,128,16.9,77,16.2,299,26.5,233,75.2,57,26.8,281,24.3,40,52.7,64,48.2,121,40.2,2,33.7,187,42.0,84,35.9,120
2022,Colorado St.,39,MWC,2,6,64,114.159,20,98.3029,83,65.0792,280,112.5,25,98.7,114,0.818,50,55.2,20,49.9,178,15.1,22,18.4,171,21.9,338,75.1,62,30.4,175,25.0,51,56.3,11,50.5,213,35.7,72,32.7,128,39.0,144,44.3,337
2022,Connecticut,40,BE,4,5,64,113.924,21,94.5963,35,64.8837,291,112.6,24,94.8,42,0.879,22,49.6,199,45.7,25,17.4,114,18.0,205,38.0,1,72.5,156,30.6,163,31.9,229,47.8,253,42.8,5,35.3,83,34.5,234,34.2,263,32.6,35
2022,Creighton,43,BE,1,9,32,105.588,124,92.1195,18,66.8916,189,104.2,133,92.3,20,0.801,63,50.9,133,44.9,13,20.5,307,15.5,327,28.6,162,71.6,198,26.0,299,20.3,4,53.9,41,43.5,9,30.7,314,31.7,77,38.2,164,33.6,55
2022,Davidson,44,A10,4,10,64,116.781,11,101.978,152,64.6212,304,115.7,14,101.5,162,0.818,50,55.6,15,49.4,152,14.8,14,16.9,272,23.6,307,77.8,8,32.9,97,28.0,112,54.2,35,48.4,130,38.4,8,33.8,193,41.1,105,43.8,333
2022,Delaware,46,CAA,2,15,64,106.849,100,104.566,212,66.6342,199,106.8,85,103.2,210,0.597,132,53.5,40,49.3,144,18.4,183,18.5,164,26.8,221,68.8,302,34.6,64,29.3,159,54.2,35,47.5,87,35.0,95,34.9,257,38.2,164,35.6,109
2022,Duke,50,ACC,4,2,4,119.363,7,95.6508,44,67.3866,150,120.4,4,94.4,40,0.943,7,55.6,15,47.0,48,14.9,17,16.1,304,31.9,62,71.5,204,28.6,233,18.9,2,55.8,15,46.9,63,36.8,39,31.4,65,36.6,205,33.8,60
2022,Georgia St.,66,SB,4,16,64,101.532,201,99.6875,114,67.1142,174,100.8,199,99.4,129,0.54,154,45.1,344,49.7,170,16.9,77,22.7,19,32.8,45,69.3,282,30.2,181,32.8,249,43.1,351,45.4,27,32.3,248,37.9,343,36.9,200,38.1,200
2022,Gonzaga,68,WCC,4,1,16,121.805,1,88.836,7,72.4831,4,120.9,3,88.5,7,0.973,1,59.4,2,43.2,1,15.9,40,17.0,264,29.0,150,77.0,21,29.7,198,22.2,16,60.9,2,41.6,2,37.9,17,30.7,38,35.4,240,33.9,62
2022,Houston,76,Amer,2,5,8,117.348,10,90.8508,11,63.8376,333,117.1,10,88.9,9,0.96,2,53.6,35,43.5,3,17.1,95,21.7,30,37.8,4,72.7,142,28.7,231,35.1,289,55.1,22,43.5,9,34.1,155,29.0,11,39.1,143,42.9,328
2022,Illinois,78,B10,2,4,32,113.725,23,94.138,30,67.0758,177,113.6,20,93.1,27,0.908,16,53.1,48,46.3,32,17.7,127,15.6,325,33.4,37,74.2,76,31.7,130,28.4,127,51.7,101,45.5,28,36.7,41,32.2,96,42.7,66,29.6,9
2022,Indiana,79,B10,3,12,64,107.558,91,92.6213,21,66.9603,185,108.0,69,90.5,13,0.884,20,51.3,118,45.6,23,17.3,108,17.4,235,26.9,217,75.0,64,33.5,84,30.6,190,51.4,112,43.4,7,33.9,171,32.6,120,31.8,308,40.2,263
2022,Iowa,82,B10,1,5,64,121.548,2,98.0208,77,69.5965,52,121.1,2,97.7,91,0.922,14,53.6,35,49.8,172,12.9,3,19.3,124,32.2,55,69.8,264,30.4,175,26.2,74,52.6,67,50.0,190,36.8,39,32.9,140,39.2,138,36.5,140
2022,Iowa St.,83,B12,1,11,16,104.382,151,90.4362,10,66.0731,232,103.1,154,88.7,8,0.849,36,49.9,184,48.4,109,20.4,303,24.5,6,28.2,170,71.5,204,28.1,253,36.2,307,50.9,130,50.7,220,32.1,257,29.6,18,37.4,187,37.5,180
2022,Jacksonville St.,84,ASun,1,15,64,105.325,132,103.083,178,65.1165,276,104.0,138,101.7,171,0.564,142,54.2,26,48.0,86,20.0,286,17.1,260,28.3,166,73.8,96,32.2,117,21.1,6,51.8,97,47.4,83,38.2,12,32.5,113,42.7,66,44.9,340
2022,Kansas,86,B12,1,1,1,119.389,6,93.8965,29,69.0976,68,120.2,5,92.9,25,0.951,4,54.1,28,46.9,45,17.8,130,18.4,171,33.4,37,71.1,217,32.8,101,27.8,106,54.5,32,47.9,106,35.5,75,30.1,26,33.8,275,34.2,71
2022,Kentucky,90,SEC,3,2,64,120.191,4,93.5959,27,67.3275,155,119.1,6,93.9,34,0.939,8,53.3,46,46.5,38,16.6,60,17.4,235,37.8,4,75.1,62,27.2,270,25.1,54,53.7,43,47.2,75,34.9,99,30.3,32,28.1,349,36.0,121
2022,Longwood,100,BSth,2,14,64,106.108,115,103.624,191,66.0454,235,105.6,104,102.6,191,0.582,136,51.7,102,50.6,209,18.2,169,20.1,82,33.6,32,75.5,49,35.9,48,26.8,87,48.0,247,53.6,319,38.6,6,31.1,50,37.2,193,43.6,332
2022,Loyola Chicago,103,MVC,2,10,64,110.891,42,93.196,22,64.5889,308,109.1,58,93.9,34,0.849,36,56.3,7,47.0,48,18.4,183,19.9,90,25.1,279,76.1,38,31.9,127,28.4,127,55.8,15,46.9,63,38.0,16,31.5,68,43.1,57,38.1,200
2022,LSU,105,SEC,1,6,64,107.64,89,88.5581,5,68.6446,92,105.8,100,88.1,5,0.891,18,49.5,205,45.1,16,20.4,303,25.3,2,33.7,27,68.8,302,33.0,96,38.4,332,50.5,149,47.7,95,31.9,269,28.0,4,34.6,252,45.9,347
2022,Marquette,107,BE,3,9,64,109.787,62,95.785,46,70.6644,26,107.9,71,95.3,50,0.807,60,52.6,68,46.7,40,17.3,108,19.1,134,22.4,329,68.6,308,26.8,281,29.7,169,52.9,61,46.2,42,34.7,108,31.7,77,41.7,93,35.6,109
2022,Memphis,111,Amer,4,9,32,110.368,50,94.1479,31,70.2976,34,110.4,37,93.2,29,0.875,24,52.6,68,46.5,38,22.9,352,20.9,47,37.5,5,69.0,294,38.4,19,32.9,251,52.0,89,45.3,25,35.9,61,32.1,90,30.8,327,42.8,323
2022,Miami FL,113,ACC,1,10,8,114.756,17,102.136,157,67.2783,160,114.3,18,100.6,139,0.813,55,54.2,26,53.4,319,14.2,8,20.3,73,23.4,311,69.7,267,28.9,225,24.6,47,54.9,26,53.9,325,35.3,83,35.2,271,35.9,224,39.4,240
2022,Michigan,114,B10,2,11,16,114.207,19,98.5588,91,66.285,218,113.9,19,96.7,73,0.868,27,52.3,78,50.3,190,17.1,95,15.0,336,31.2,77,76.2,36,28.9,225,26.6,83,53.0,59,50.8,225,34.0,164,33.0,147,32.3,301,33.9,62
2022,Michigan St.,115,B10,4,7,32,111.275,38,96.4032,53,67.5067,141,110.9,33,95.5,52,0.848,37,52.0,93,47.5,67,19.2,234,15.3,331,30.7,93,73.0,122,30.4,175,28.3,124,49.7,182,47.9,106,37.8,19,31.2,60,33.4,281,37.8,185
2022,Montana St.,124,BSky,4,14,64,104.531,147,100.723,129,67.294,157,103.0,157,100.8,146,0.562,144,54.1,28,48.6,115,18.5,192,18.3,181,26.7,228,76.7,25,40.5,4,36.2,307,53.2,55,48.2,121,37.2,27,32.8,131,36.0,221,35.9,120
2022,Murray St.,128,OVC,3,7,32,111.518,35,95.1287,40,65.7834,246,109.6,48,95.0,44,0.838,39,52.9,56,48.0,86,17.1,95,21.0,43,35.5,12,74.6,67,31.1,150,24.6,47,53.5,47,50.0,190,34.7,108,30.1,26,37.7,177,40.6,270
2022,New Mexico St.,132,WAC,4,12,32,107.805,87,97.7021,73,66.1724,223,106.1,98,97.5,86,0.726,85,52.2,79,45.5,22,20.7,316,16.9,272,33.3,39,73.8,96,35.4,53,27.8,106,54.1,36,45.8,33,33.0,220,30.0,23,41.1,105,42.6,318
2022,Norfolk St.,134,MEAC,3,16,64,102.43,190,102.285,160,66.9322,187,99.9,220,102.1,181,0.438,198,51.5,109,45.1,16,19.9,282,18.5,164,29.8,125,72.8,138,39.1,9,33.3,259,51.3,115,46.3,46,34.5,121,29.1,12,35.8,228,45.1,342
2022,North Carolina,135,ACC,3,8,2,113.057,27,97.0108,64,70.1492,38,112.8,22,95.9,60,0.866,28,52.1,83,49.8,172,16.5,57,14.1,349,30.4,104,79.2,2,29.6,206,21.5,12,50.7,135,48.3,127,36.2,53,34.9,257,37.4,187,36.9,159
2022,Notre Dame,149,ACC,4,11,32,111.997,29,98.3632,84,65.7294,250,111.9,27,97.1,79,0.836,41,54.0,29,49.1,133,15.5,31,15.0,336,22.1,335,76.0,40,27.7,263,22.9,23,52.0,89,49.9,181,37.8,19,31.7,77,43.1,57,35.3,102
2022,Ohio St.,152,B10,2,7,32,116.627,13,100.804,131,64.9727,287,116.3,11,99.5,131,0.857,31,54.8,22,47.9,84,16.7,66,15.3,331,28.8,153,71.4,207,33.5,84,29.2,155,54.0,38,46.2,42,37.3,25,34.0,207,39.7,127,35.3,102
2022,Providence,166,BE,1,4,16,111.929,31,98.0491,79,65.193,273,111.6,29,96.9,76,0.835,42,50.3,163,46.7,40,17.3,108,15.8,317,30.5,103,72.0,176,38.5,15,26.3,79,49.6,189,46.6,53,34.3,134,31.2,60,38.1,167,36.1,125
2022,Purdue,167,B10,3,3,16,121.268,3,98.9804,100,65.764,248,122.6,1,97.5,86,0.933,13,57.0,4,49.6,162,17.3,108,14.1,349,35.2,13,76.4,31,36.3,41,21.4,9,55.9,13,49.2,158,39.1,4,33.5,172,39.1,143,41.0,281
2022,Richmond,170,A10,1,12,32,109.146,69,99.3205,104,66.8627,191,107.7,75,99.4,129,0.716,91,51.5,109,50.5,201,14.4,9,18.9,145,22.4,329,72.8,138,30.9,156,23.5,31,52.2,79,50.0,190,33.8,175,34.3,224,42.0,84,35.7,111
2022,Rutgers,172,B10,0,11,68,106.375,107,95.5107,43,64.9317,289,104.6,122,95.6,54,0.738,83,49.5,205,48.3,104,17.3,108,18.2,189,29.3,140,72.9,127,26.9,277,28.8,141,49.1,204,46.5,49,33.6,182,34.0,207,31.4,317,40.2,263
2022,Saint Mary's,175,WCC,3,5,32,109.764,64,89.9554,9,63.493,338,107.8,74,90.1,11,0.887,19,52.6,68,48.3,104,17.1,95,19.5,108,27.3,201,78.1,6,23.2,341,24.4,42,52.6,67,47.0,69,35.1,90,34.4,231,36.1,217,28.8,4
2022,Saint Peter's,176,MAAC,3,15,8,98.7512,259,94.4758,34,65.9614,242,97.6,262,94.1,36,0.604,127,47.8,276,44.1,8,20.8,319,20.9,47,31.5,72,72.0,176,37.5,30,41.0,347,45.9,317,44.0,11,34.8,103,29.4,16,30.3,334,36.3,130
2022,San Diego St.,179,MWC,1,8,64,104.106,157,85.9549,2,65.2809,268,101.4,189,86.4,2,0.863,30,48.8,239,44.0,5,19.3,244,21.7,30,29.6,127,73.0,122,31.3,142,30.6,190,46.6,301,43.1,6,35.8,66,30.4,34,30.8,327,38.2,204
2022,San Francisco,180,WCC,3,10,64,110.756,45,92.3886,19,68.6767,89,109.4,52,92.2,19,0.877,23,53.1,48,46.9,45,18.1,157,18.5,164,30.3,107,76.2,36,28.4,241,32.2,235,53.9,41,48.4,130,34.7,108,28.9,9,44.4,39,30.4,15
2022,Seton Hall,181,BE,2,8,64,108.487,75,93.5199,26,67.2574,162,106.8,85,93.3,30,0.826,47,47.6,281,45.4,18,17.5,118,18.5,164,32.7,48,70.9,226,30.8,158,27.8,106,46.2,314,44.8,17,33.3,201,31.0,46,35.6,233,34.3,75
2022,South Dakota St.,186,Sum,1,13,64,116.763,12,105.32,220,69.4008,59,115.0,16,104.0,225,0.761,75,59.7,1,51.5,251,15.3,24,15.8,317,24.0,301,75.8,46,35.2,56,21.3,8,56.3,11,50.6,217,44.2,1,35.2,271,34.3,259,41.4,293
2022,TCU,197,B12,2,9,32,108.261,80,93.3525,24,65.834,244,107.4,78,92.9,25,0.841,38,48.9,231,47.7,77,21.6,340,18.4,171,37.8,4,73.9,93,31.2,144,26.7,84,50.5,149,47.9,106,30.3,321,31.5,68,32.0,304,34.6,84
2022,Tennessee,199,SEC,2,3,32,111.439,36,86.1987,3,67.1668,172,110.1,39,86.9,3,0.938,9,50.3,163,46.2,28,18.0,146,22.9,16,32.8,45,72.6,147,29.6,206,31.6,219,48.0,247,45.8,33,35.8,66,31.2,60,40.7,107,39.4,240
2022,Texas,200,B12,3,6,32,111.812,32,91.4059,13,63.0969,341,111.6,29,90.5,13,0.918,15,50.1,171,46.5,38,18.2,169,23.3,14,31.9,62,70.0,257,32.3,115,36.8,316,50.9,130,46.1,38,32.3,248,31.6,72,36.0,221,33.7,58
2022,Texas A&M Corpus Chris,202,Slnd,0,16,68,96.9771,287,103.288,181,68.9287,73,96.4,284,102.9,201,0.321,254,47.3,289,49.1,133,19.9,282,22.7,19,34.7,16,71.0,221,38.4,19,41.6,349,47.3,269,50.5,213,31.6,278,31.5,68,31.3,321,42.8,323
2022,Texas Southern,203,SWAC,1,16,64,98.1424,270,99.4749,108,67.6207,130,96.9,274,98.6,112,0.45,191,48.7,241,44.9,13,21.4,332,17.4,235,33.8,26,71.8,185,32.7,105,34.3,278,49.2,202,45.2,22,31.7,276,29.5,17,31.4,317,35.8,116
2022,Texas Tech,204,B12,4,3,16,109.701,65,85.0595,1,66.455,211,109.1,58,85.5,1,0.943,7,52.4,75,45.5,22,20.3,297,23.6,10,33.3,39,73.9,93,36.1,46,32.1,232,55.1,22,44.3,13,31.4,285,31.3,62,34.4,256,45.6,344
2022,UAB,207,CUSA,2,12,64,112.489,28,98.456,89,68.7871,81,111.1,32,98.1,101,0.807,60,52.9,56,47.9,84,16.3,49,21.4,33,33.4,37,72.6,147,29.5,208,31.5,218,50.6,141,47.5,87,38.3,10,32.4,109,32.7,293,37.1,167
2022,UCLA,212,P12,3,4,16,116.076,15,91.2287,12,65.5444,258,115.1,15,91.6,16,0.933,13,50.6,147,47.7,77,13.4,5,19.7,97,31.9,62,75.2,57,29.8,192,29.2,155,49.6,189,47.3,78,35.2,85,32.2,96,31.5,312,37.8,185
2022,USC,218,P12,1,7,64,110.473,47,96.0232,49,66.022,237,109.3,55,96.0,64,0.816,53,51.1,126,44.7,10,17.7,127,14.7,341,33.8,26,72.8,138,30.9,156,26.3,79,50.1,162,41.6,2,35.4,78,33.7,187,32.0,304,34.5,80
2022,Vermont,227,AE,4,13,64,110.775,44,97.7084,74,64.9527,288,108.6,63,97.4,83,0.778,71,57.3,3,47.7,77,14.9,17,17.1,260,24.0,301,81.4,1,26.6,285,22.6,18,58.9,3,45.2,22,36.8,39,34.4,231,43.1,57,37.6,181
2022,Villanova,228,BE,2,2,4,117.95,8,93.8397,28,62.55,345,117.1,10,93.0,26,0.934,10,52.0,93,47.5,67,15.5,31,18.8,149,30.9,85,72.0,176,30.5,168,25.1,54,50.3,157,48.2,121,35.9,61,31.0,46,46.0,23,43.0,330
2022,Virginia Tech,230,ACC,3,11,64,114.268,18,96.4045,54,62.9067,344,114.7,17,94.9,43,0.898,17,55.2,20,48.7,118,17.0,86,18.8,149,28.1,171,73.9,93,23.7,336,25.2,55,52.5,71,49.4,163,39.3,3,31.7,77,41.4,97,37.0,163
2022,Wisconsin,240,B10,1,3,32,110.398,49,94.8142,38,66.466,208,110.1,39,93.8,32,0.863,30,48.2,262,49.4,152,12.7,2,16.9,272,25.8,255,76.0,40,32.3,115,27.7,103,48.9,215,49.9,181,31.3,289,32.3,101,36.0,221,33.7,58
2022,Wright St.,242,Horz,2,16,64,106.365,108,107.231,262,68.4334,97,104.2,133,106.9,274,0.427,204,52.0,93,51.2,237,17.9,135,18.4,171,31.3,75,70.0,257,31.1,150,26.0,66,53.2,55,51.6,257,33.0,220,33.7,187,32.5,296,34.2,71
2022,Wyoming,243,MWC,0,12,68,110.173,54,97.0777,66,66.0062,238,108.7,62,97.5,86,0.777,72,52.4,75,47.2,51,16.7,66,15.8,317,25.6,264,75.9,45,37.0,34,24.5,43,54.5,32,48.3,127,33.0,220,30.3,32,41.8,91,38.7,222
2022,Yale,245,Ivy,3,14,64,101.474,203,99.2392,103,68.6807,86,99.8,226,98.4,106,0.541,153,50.1,171,48.9,126,18.3,177,18.2,189,25.6,264,73.5,110,32.7,105,31.1,205,50.5,149,51.1,233,32.9,225,30.4,34,36.3,210,41.2,286
2021,Abilene Christian,1,Slnd,3,14,32,103.047,157,92.9196,30,69.9524,102,101.1,175,92.5,28,0.735,87,52.9,58,45.4,12,19.4,194,26.7,1,30.6,88,72.1,173,34.0,112,42.5,334,50.8,128,46.3,52,37.7,24,29.1,13,36.5,199,34.0,70
2021,Alabama,3,SEC,3,2,16,111.722,34,86.734,2,73.9267,9,110.7,39,88.6,4,0.928,11,51.3,109,45.3,10,18.6,162,21.1,57,31.5,67,70.2,248,28.6,251,31.9,183,50.1,156,46.4,58,35.1,106,28.8,10,47.1,17,33.6,62
2021,Appalachian St.,7,SB,0,16,68,99.3998,227,103.738,205,65.6825,310,98.4,230,104.3,234,0.339,225,47.7,277,50.4,190,17.5,101,20.0,102,27.8,176,69.4,273,33.0,139,24.0,23,46.7,284,50.4,204,32.6,229,33.5,154,43.9,41,37.8,195
2021,Arkansas,10,SEC,2,3,8,111.502,35,89.9724,14,73.1045,17,110.1,43,91.3,20,0.896,24,51.5,96,47.6,64,17.4,95,20.3,90,31.7,63,73.8,109,32.7,149,29.3,121,51.9,88,46.9,76,33.9,160,32.6,113,35.8,221,37.6,183
2021,Baylor,14,B12,2,1,1,123.265,3,93.7679,44,68.3891,179,123.4,3,93.5,37,0.961,3,57.5,3,49.1,130,17.6,106,24.6,3,37.5,4,69.1,279,27.0,288,31.7,178,54.1,36,48.1,112,41.8,1,34.0,183,39.2,131,34.3,79
2021,BYU,25,WCC,3,6,64,113.107,28,92.1612,26,67.9796,200,111.5,33,92.6,29,0.894,26,55.0,22,46.6,36,19.0,179,16.0,322,28.6,152,76.7,22,27.8,276,29.4,127,54.5,27,45.5,30,37.3,35,32.4,100,38.8,150,34.8,97
2021,Clemson,33,ACC,1,7,64,106.87,99,90.7046,20,64.2422,338,105.1,110,90.5,14,0.848,45,50.4,159,48.8,120,19.5,203,21.6,49,26.6,205,73.5,123,23.6,336,29.6,133,49.2,195,47.4,89,34.6,133,33.8,173,43.9,41,40.4,274
2021,Cleveland St.,34,Horz,1,15,64,100.852,199,99.4794,121,66.3028,282,99.1,214,99.6,134,0.486,176,50.6,139,48.9,127,18.5,156,20.3,90,30.9,80,68.1,309,31.9,164,37.2,297,52.1,82,50.9,226,31.9,261,30.8,38,34.3,251,42.5,314
2021,Colgate,36,Pat,2,14,64,110.89,43,100.668,140,72.4472,25,112.4,26,98.0,105,0.829,55,57.0,5,45.6,19,13.7,5,16.6,300,28.2,163,74.6,79,31.0,184,25.0,35,55.4,18,49.4,157,40.0,4,26.1,1,35.9,218,37.0,164
2021,Colorado,38,P12,3,5,32,114.417,17,92.7358,29,66.3585,280,115.4,11,91.7,22,0.934,7,52.0,85,47.7,68,16.8,70,19.8,112,30.9,80,74.4,87,29.9,218,28.0,91,50.3,148,46.5,59,36.7,49,33.3,144,35.8,221,34.8,97
2021,Connecticut,40,BE,3,7,64,113.581,24,91.6796,25,66.0354,301,113.9,18,92.3,27,0.918,15,49.5,197,46.2,28,17.5,101,19.6,128,36.8,6,70.2,248,29.6,228,36.9,293,49.0,206,45.6,32,33.6,179,31.6,65,33.3,273,33.0,47
2021,Creighton,43,BE,4,5,16,114.87,14,93.5652,40,69.0627,144,114.2,16,94.1,45,0.903,21,55.7,15,46.9,42,15.8,28,17.8,245,24.8,253,71.8,188,26.9,294,25.7,41,56.3,12,46.1,49,36.7,49,32.1,84,44.3,33,39.0,236
2021,Drake,48,MVC,4,11,64,113.949,19,99.3062,120,66.7599,265,112.2,28,100.2,147,0.786,68,54.5,30,48.4,100,15.2,11,18.8,168,31.6,65,75.1,64,25.2,320,29.7,136,54.4,29,49.7,167,36.6,56,30.8,38,31.3,306,35.9,124
2021,Drexel,49,CAA,1,16,64,107.143,95,105.525,247,64.2271,340,106.1,93,103.7,222,0.565,133,54.3,36,49.6,154,19.6,209,16.4,308,29.4,120,75.7,42,28.5,254,27.2,66,53.5,46,50.4,204,37.2,39,32.1,84,35.7,224,34.4,84
2021,Eastern Washington,53,BSky,4,14,64,107.67,86,101.018,152,72.3499,28,107.9,68,99.7,136,0.713,94,54.1,38,47.5,60,16.5,56,16.5,302,23.9,277,74.4,87,30.4,202,27.7,79,54.2,32,47.6,100,35.9,73,31.6,65,39.6,117,35.4,109
2021,Florida,55,SEC,2,7,32,110.975,40,93.4227,37,68.6479,165,110.4,41,93.4,36,0.873,33,52.5,71,47.5,60,20.7,268,20.6,81,30.8,84,68.4,298,33.8,117,34.8,257,51.9,88,48.4,124,35.7,82,30.6,32,33.8,264,35.3,107
2021,Florida St.,58,ACC,3,4,16,116.442,10,94.3726,48,70.5582,84,117.2,10,93.7,40,0.929,10,54.4,33,46.5,33,20.2,242,19.6,128,35.7,12,68.6,291,32.7,149,36.3,283,52.1,82,44.2,11,39.0,9,33.3,144,35.5,229,40.0,267
2021,Georgetown,64,BE,3,12,64,107.693,85,93.636,41,69.6374,113,107.2,79,93.7,40,0.825,56,49.6,192,48.0,84,21.7,309,16.2,315,32.4,46,72.7,151,30.3,205,25.9,46,46.1,296,47.4,89,36.6,56,32.6,113,38.8,150,39.7,260
2021,Georgia Tech,67,ACC,1,9,64,113.332,27,94.783,52,67.7637,215,112.7,24,95.6,68,0.869,35,53.9,42,52.2,263,15.9,32,22.8,15,24.8,253,70.1,252,29.0,240,28.9,112,54.8,24,50.7,216,34.9,113,36.7,311,37.0,188,34.6,90
2021,Gonzaga,68,WCC,4,1,2,126.111,1,89.4872,10,74.7701,4,125.3,1,89.6,10,0.979,1,61.0,1,47.5,60,16.1,40,20.3,90,30.4,96,76.6,24,36.7,52,25.9,46,64.0,1,46.8,71,36.5,59,32.5,106,32.3,291,34.5,89
2021,Grand Canyon,69,WAC,4,15,64,103.554,142,96.5771,74,65.4771,314,103.6,132,95.6,68,0.716,92,52.8,61,44.7,6,20.4,256,16.5,302,33.0,36,77.2,17,34.5,95,29.4,127,55.4,18,44.8,22,32.2,249,29.7,17,36.2,211,39.3,249
2021,Hartford,72,AE,2,16,64,97.4886,254,100.22,127,66.7023,269,96.7,261,99.2,125,0.427,190,50.4,159,47.6,64,19.0,179,20.4,85,24.9,249,71.2,213,28.6,251,25.0,35,51.3,107,50.7,216,32.7,224,28.7,9,42.5,52,40.7,290
2021,Houston,76,Amer,1,2,4,118.922,8,90.1017,16,64.9246,327,119.0,6,89.4,8,0.964,2,51.3,109,42.9,1,16.3,51,21.6,49,39.4,2,72.0,180,30.7,193,42.4,333,49.9,164,43.0,5,35.5,90,28.5,8,42.3,55,37.6,183
2021,Illinois,78,B10,1,1,32,118.957,7,88.3445,5,70.7135,80,117.4,9,90.8,16,0.951,5,55.6,16,46.6,36,18.2,135,16.1,318,33.0,36,77.8,13,39.2,20,30.5,155,55.3,20,45.4,28,37.6,26,32.7,119,30.7,313,33.0,47
2021,Iona,81,MAAC,3,15,64,100.371,210,101.407,161,68.3119,185,100.7,182,98.8,116,0.555,143,51.2,118,45.6,19,22.5,327,19.6,128,33.5,32,73.8,109,36.1,66,46.3,343,49.9,164,45.8,39,35.5,90,30.1,24,37.6,170,37.9,201
2021,Iowa,82,B10,4,2,32,123.496,2,94.5925,50,69.9829,100,123.7,2,96.5,79,0.946,6,54.6,29,48.3,93,13.3,1,16.3,311,30.7,86,71.4,207,32.0,163,22.6,10,52.4,73,45.8,39,38.6,13,34.8,230,39.8,108,39.6,256
2021,Kansas,86,B12,4,3,32,109.615,59,88.5839,6,68.2629,186,108.7,59,90.2,12,0.895,25,49.7,190,47.0,47,17.7,110,20.0,102,31.2,73,73.1,140,30.5,199,26.5,53,49.3,192,45.9,44,33.7,175,32.5,106,36.0,215,37.5,179
2021,Liberty,95,ASun,1,13,64,110.143,52,101.773,168,63.1252,348,109.1,54,100.8,165,0.713,94,57.4,4,48.0,84,15.6,21,17.3,267,23.1,301,77.6,14,25.5,315,29.6,133,56.8,9,47.8,104,38.8,11,32.2,88,47.5,15,36.1,130
2021,Loyola Chicago,103,MVC,1,8,16,110.416,49,86.6625,1,64.1938,342,108.9,57,88.3,3,0.918,15,56.3,10,46.7,41,18.5,156,21.6,49,26.0,233,79.0,3,30.7,193,22.4,9,58.0,4,45.5,30,35.7,82,32.5,106,37.0,188,34.4,84
2021,LSU,105,SEC,3,8,32,119.771,5,100.181,125,70.7574,78,119.0,6,99.8,138,0.883,29,52.8,61,48.5,106,16.1,40,18.4,202,31.5,67,67.2,325,33.9,115,29.1,114,53.0,56,51.3,241,35.0,109,30.0,20,37.1,185,44.3,330
2021,Maryland,109,B10,3,10,32,110.916,42,92.1984,27,65.3286,317,110.0,44,94.2,48,0.856,41,52.6,67,48.5,106,16.8,70,16.9,289,20.9,329,75.2,60,32.6,152,25.6,40,52.8,66,46.4,58,34.9,113,34.3,209,43.0,45,41.8,305
2021,Michigan,114,B10,3,1,8,119.434,6,88.6425,7,66.8217,261,117.7,8,90.8,16,0.952,4,54.9,25,44.9,8,16.3,51,15.1,335,29.4,120,75.2,60,28.9,242,24.5,25,53.3,49,42.3,3,38.7,12,33.5,154,33.9,260,32.7,36
2021,Michigan St.,115,B10,0,11,68,106.989,98,92.9745,32,68.6334,166,105.4,104,94.1,45,0.787,67,47.9,271,47.8,70,18.9,174,15.4,330,30.4,96,73.9,104,31.4,174,37.1,294,47.8,254,48.1,112,32.0,256,31.5,58,34.1,254,34.0,70
2021,Missouri,122,SEC,4,9,64,110.248,51,95.0983,58,68.7329,160,110.7,39,94.3,50,0.863,39,50.9,125,48.5,106,18.9,174,18.4,202,28.6,152,70.8,226,37.5,40,36.4,285,52.6,68,48.3,122,32.0,256,32.7,119,37.5,174,33.0,47
2021,Morehead St.,125,OVC,1,14,64,100.165,214,96.2694,72,65.5948,312,98.1,233,96.1,75,0.559,140,51.9,86,47.0,47,22.9,332,18.0,226,31.3,71,75.1,64,36.8,50,23.1,13,51.8,91,47.6,100,34.7,122,30.7,34,34.5,247,41.4,301
2021,Mount St. Mary's,127,NEC,0,16,68,95.4181,287,100.428,136,62.172,356,95.1,278,99.9,140,0.362,212,48.7,234,45.5,14,20.3,248,16.4,308,31.9,60,75.2,60,29.7,225,24.6,29,47.7,257,45.6,32,33.7,175,30.1,24,36.3,207,32.8,38
2021,Norfolk St.,134,MEAC,4,16,64,100.613,204,104.355,219,67.6936,221,99.0,217,103.9,229,0.365,211,49.7,190,47.4,55,17.8,116,20.7,75,28.8,144,71.3,211,38.6,28,42.0,330,46.1,296,47.2,84,37.4,33,31.7,68,35.9,218,45.3,334
2021,North Carolina,135,ACC,2,8,64,110.111,53,90.0231,15,71.8271,45,107.9,68,91.9,25,0.864,37,48.5,246,48.7,117,20.6,262,19.3,142,41.3,1,73.7,115,34.9,82,27.1,64,48.9,209,46.8,71,31.7,270,34.4,216,28.2,333,38.2,212
