year,team,team_id,conf,quad_id,seed,round,kadj_o,kadj_o_rank,kadj_d,kadj_d_rank,kadj_t,kadj_t_rank,badj_o,badj_o_rank,badj_d,badj_d_rank,barthag,barthag_rank,efg%,efg%_rank,efg%d,efgd%_rank,tov%,tov%_rank,tov%d,tov%d_rank,oreb%,oreb%_rank,dreb%,dreb%_rank,ftr,ftr_rank,ftrd,ftrd_rank,2pt%,2pt%_rank,2pt%d,2pt%d_rank,3pt%,3pt%_rank,3pt%d,3pt%d_rank,3ptr,3ptr_rank,3ptrd,3ptrd_rank
2012,Kentucky,90,SEC,4,1,1,120.566,2,88.8382,6,64.0843,183,119.7,3,88.5,9,0.97,2,53.4,27,41.6,1,17.2,23,18.1,281,38.4,19,69.0,125,40.0,75,25.6,8,52.5,21,38.8,1,37.1,59,32.1,75,27.3,299,30.0,77
2012,Lamar,93,Slnd,0,16,68,107.54,86,100.064,125,65.5439,111,104.2,119,99.9,146,0.619,124,46.5,274,46.7,77,17.6,37,20.4,161,37.3,22,69.5,103,41.2,54,33.8,119,45.6,258,45.2,72,33.2,227,34.0,158,21.7,343,25.9,13
2012,Lehigh,94,Pat,4,15,32,108.606,66,99.6982,115,67.0402,49,106.7,74,98.8,127,0.708,91,50.9,97,47.1,92,16.8,19,21.4,113,31.4,208,70.8,59,37.4,147,33.3,105,49.7,104,45.7,89,35.5,120,33.3,126,36.1,100,32.2,150
2012,LIU Brooklyn,98,NEC,3,16,64,108.1,76,107.557,271,72.7955,2,107.0,71,105.8,272,0.532,160,53.3,29,49.1,181,21.5,253,18.4,271,34.8,77,66.0,250,49.8,2,22.3,2,52.3,25,49.0,216,36.8,69,32.8,100,31.2,209,28.0,33
2012,Long Beach St.,99,BW,3,12,64,111.581,38,95.9447,52,65.5618,109,108.2,57,95.7,65,0.804,48,52.6,48,47.4,106,19.0,106,21.7,93,34.2,100,68.4,154,43.4,26,27.3,15,52.0,30,45.7,89,35.8,101,34.2,167,33.6,149,31.8,132
2012,Louisville,102,BE,3,4,4,105.207,127,86.3916,2,65.9921,90,103.7,126,85.9,2,0.897,21,47.6,229,42.9,5,21.4,248,23.2,33,36.2,39,65.7,258,37.0,160,34.8,144,48.1,164,41.3,5,31.1,297,30.8,34,33.2,163,32.0,141
2012,Loyola MD,104,MAAC,2,15,64,103.745,149,100.068,126,62.6291,257,102.3,151,99.0,133,0.593,132,47.4,244,47.7,120,20.7,207,21.8,86,39.0,13,67.0,217,43.0,34,39.8,247,46.0,233,45.3,76,34.0,184,36.1,258,27.3,299,27.1,20
2012,Marquette,107,BE,3,3,16,112.422,29,93.0852,19,69.187,16,110.9,35,91.9,20,0.897,21,50.8,101,45.8,44,18.8,91,23.6,26,34.4,92,63.8,316,41.5,50,31.1,55,51.0,53,44.7,60,33.7,204,32.1,75,29.2,262,32.3,156
2012,Memphis,111,CUSA,3,8,64,114.7,19,92.1444,17,66.8618,57,112.6,21,92.1,22,0.91,17,54.4,11,43.3,7,18.7,84,20.5,155,31.4,208,67.1,210,41.6,48,38.3,220,54.0,11,41.8,8,36.9,66,31.0,40,26.9,308,31.1,109
2012,Michigan,114,B10,1,4,64,113.975,22,95.8679,51,59.5682,329,113.4,18,95.0,57,0.885,22,53.6,23,48.8,174,17.6,37,20.1,174,28.1,281,69.1,118,28.9,328,30.0,41,54.2,8,46.9,140,35.3,128,35.0,205,44.2,8,33.1,184
2012,Michigan St.,115,B10,3,1,16,115.088,17,86.2697,1,63.9032,190,112.7,20,86.7,3,0.953,4,52.7,42,43.0,6,19.8,152,19.7,197,37.2,23,72.5,27,39.0,109,34.2,128,51.9,33,42.6,14,36.5,79,29.2,11,27.8,287,35.6,267
2012,Mississippi Valley St.,121,SWAC,0,16,68,98.6794,244,105.054,231,67.9152,31,95.7,275,105.0,258,0.256,276,46.5,274,50.2,227,20.6,198,23.1,37,33.6,138,68.6,148,34.9,212,41.8,279,44.8,285,46.1,101,32.8,240,38.8,332,38.4,60,33.3,194
2012,Missouri,122,B12,3,2,64,124.486,1,97.8055,80,64.7708,141,124.0,1,96.6,83,0.946,6,57.8,2,49.7,207,15.4,3,21.6,100,30.6,229,68.1,166,37.7,137,27.2,14,56.9,1,47.6,167,39.5,14,36.2,261,37.5,74,30.8,100
2012,Montana,123,BSky,2,13,64,103.543,153,95.6693,47,63.555,209,100.8,173,94.6,49,0.675,100,52.9,40,44.9,27,18.6,79,22.2,72,27.8,290,68.6,148,39.8,78,39.0,232,50.8,64,43.3,28,38.3,29,32.4,87,31.6,197,29.1,58
2012,Murray St.,128,OVC,3,6,32,110.21,51,95.1414,42,64.2846,170,108.1,59,94.8,55,0.819,45,54.7,10,46.1,55,20.9,221,24.0,19,34.7,82,65.2,277,46.4,9,35.1,155,51.3,43,46.7,125,40.7,5,29.5,14,35.2,112,27.1,20
2012,New Mexico,131,MWC,3,5,32,110.405,49,90.4523,11,65.0743,132,109.1,50,89.9,13,0.903,18,52.9,40,44.1,14,20.0,161,21.4,113,34.0,111,72.7,25,39.3,97,32.0,74,50.1,94,42.8,18,38.5,26,30.9,36,36.9,83,36.5,300
2012,New Mexico St.,132,WAC,4,13,64,109.141,62,97.4887,76,69.1013,17,106.1,84,97.4,100,0.728,84,50.7,106,47.8,129,20.7,207,20.4,161,40.7,7,70.3,74,52.8,1,33.2,102,51.3,43,47.7,170,32.8,240,32.0,71,24.6,332,31.6,123
2012,Norfolk St.,134,MEAC,3,15,32,99.5279,231,101.974,158,66.0683,87,97.8,231,99.9,146,0.439,190,49.7,148,45.4,32,21.4,248,19.7,197,33.6,138,67.0,217,43.7,22,37.2,196,50.9,56,45.3,76,31.4,282,30.5,21,31.4,202,32.0,141
2012,North Carolina,135,ACC,1,1,8,117.11,8,90.8369,13,70.0151,11,115.8,8,89.6,12,0.95,5,50.0,134,45.1,30,16.2,9,18.5,267,40.5,8,72.3,32,38.1,124,22.0,1,49.6,107,43.5,32,34.0,184,31.9,65,22.9,340,35.9,277
2012,North Carolina St.,138,ACC,1,11,16,111.847,32,98.7065,94,66.3856,77,111.4,28,96.9,89,0.833,40,50.9,97,47.4,106,18.8,91,18.4,271,35.8,50,69.2,116,36.0,184,32.4,81,50.1,94,45.7,89,35.5,120,33.8,152,26.1,318,33.0,182
2012,Notre Dame,149,BE,4,7,64,110.251,50,96.0393,54,59.5561,330,108.0,60,96.3,78,0.789,58,49.2,167,45.5,36,16.0,8,17.3,313,30.7,227,67.9,173,37.9,132,24.7,4,49.1,126,45.1,70,32.9,238,31.0,40,36.8,86,28.1,35
2012,Ohio,151,MAC,1,13,16,105.736,115,94.9527,39,65.5881,108,104.2,119,93.4,35,0.779,65,49.0,176,47.2,99,19.6,144,26.5,2,35.1,66,66.4,235,36.6,170,43.5,301,48.4,149,48.2,192,33.3,224,30.3,19,38.1,64,35.5,264
2012,Ohio St.,152,B10,2,2,4,117.705,7,87.8032,3,65.7505,100,115.5,9,85.5,1,0.97,2,52.5,50,46.3,59,17.4,28,22.5,59,35.7,54,75.1,2,37.0,160,28.6,25,53.8,12,45.3,76,32.6,249,32.2,79,26.1,318,35.5,264
2012,Purdue,167,B10,1,10,32,116.142,11,100.148,127,63.7048,201,115.0,12,98.0,108,0.863,30,51.2,82,50.5,237,13.4,1,19.8,190,32.0,182,69.2,116,34.1,239,34.2,128,47.9,169,49.1,223,37.7,40,35.6,233,37.6,71,33.2,189
2012,Saint Louis,174,A10,3,9,32,111.629,34,91.0501,14,61.301,300,111.0,31,89.6,12,0.922,10,52.1,58,44.9,27,17.8,45,23.4,28,31.9,185,70.6,67,35.1,204,37.4,200,50.2,87,43.8,35,36.9,66,32.1,75,36.3,99,25.6,9
2012,Saint Mary's,175,WCC,1,7,64,114.424,20,98.8981,97,62.3728,266,112.0,23,97.7,104,0.828,41,53.6,23,48.4,154,18.1,52,18.5,267,36.0,44,73.7,13,39.6,83,29.0,29,54.7,7,45.9,93,34.4,162,36.8,288,38.5,57,26.8,18
2012,San Diego St.,179,MWC,1,6,64,107.254,90,94.7608,36,65.1097,128,104.9,104,94.2,44,0.775,66,50.3,123,46.6,73,18.9,100,18.7,257,31.3,213,72.8,23,36.2,178,28.5,24,50.2,87,44.4,52,33.7,204,33.7,148,29.7,246,36.1,284
2012,South Dakota St.,186,Sum,4,14,64,113.756,23,102.043,159,64.332,166,111.7,25,100.7,164,0.767,73,53.8,19,49.9,216,15.6,4,19.2,223,30.5,231,71.8,41,39.9,77,29.5,34,50.7,67,50.5,274,39.3,16,32.4,87,37.1,77,31.5,121
2012,South Florida,187,BE,1,12,32,102.792,165,91.3144,15,57.9277,342,101.4,168,90.9,15,0.779,65,48.2,197,44.3,17,22.8,303,18.7,257,34.2,100,69.0,125,34.2,235,31.8,68,48.9,129,43.5,32,31.1,297,30.6,28,30.3,230,32.4,160
2012,Southern Miss,190,CUSA,2,9,64,111.225,41,99.9599,122,63.0961,237,110.2,41,98.7,124,0.78,63,46.3,280,50.4,234,16.4,12,21.3,117,36.6,29,71.5,46,40.2,73,39.6,243,43.3,317,48.8,210,35.5,120,36.1,258,30.0,238,30.2,78
2012,St. Bonaventure,191,A10,2,14,64,110.138,53,98.5497,91,62.409,261,108.8,53,96.1,72,0.807,47,51.0,90,46.9,80,21.5,253,19.0,236,36.3,33,70.4,73,42.8,37,37.6,203,50.9,56,46.1,101,34.1,177,32.4,87,30.1,236,32.9,177
2012,Syracuse,196,BE,2,1,8,116.026,13,90.5173,12,64.1527,177,115.4,10,90.1,14,0.945,7,51.9,63,44.0,13,16.0,8,25.2,6,36.6,29,60.7,342,31.8,285,29.8,38,52.0,30,42.9,20,34.5,155,30.6,28,31.3,205,36.1,284
2012,Temple,198,A10,1,5,64,114.086,21,98.5508,92,65.2739,124,113.0,19,96.2,74,0.864,29,53.2,33,48.6,162,17.9,48,19.4,214,31.3,213,68.6,148,34.3,229,33.4,111,50.3,81,47.8,174,39.9,10,33.7,148,31.2,209,28.6,43
2012,Texas,200,B12,2,11,64,113.26,26,96.748,63,64.1535,176,110.9,35,96.2,74,0.837,39,48.7,182,46.9,80,18.7,84,20.3,166,38.9,15,65.4,272,43.1,30,41.9,280,48.6,138,44.2,45,32.7,243,35.3,213,31.1,211,30.8,100
2012,UNC Asheville,214,BSth,2,16,64,109.605,60,104.64,219,67.7396,34,107.2,68,104.4,246,0.576,138,52.7,42,51.4,264,19.1,116,22.4,64,32.9,157,65.0,285,48.5,3,36.1,178,52.9,20,50.4,270,34.8,147,35.4,218,33.5,156,34.5,237
2012,UNLV,217,MWC,4,6,64,109.975,56,93.9097,24,67.7911,33,109.3,47,92.3,24,0.875,26,53.2,33,46.1,55,19.5,135,21.0,133,32.6,167,69.8,85,35.8,188,33.4,111,51.6,38,44.4,52,37.3,53,33.1,119,38.5,57,33.0,182
2012,Vanderbilt,225,SEC,2,5,32,114.775,18,94.4476,30,63.9958,187,113.9,16,92.7,29,0.914,15,54.0,16,46.6,73,19.8,152,19.2,223,32.1,177,68.0,170,39.6,83,29.1,31,50.8,64,46.9,140,38.9,21,30.7,32,41.3,22,31.4,118
2012,VCU,226,CAA,4,12,32,107.166,91,94.5327,31,64.298,169,106.1,84,93.0,32,0.82,44,47.6,229,47.1,92,17.4,28,27.3,1,33.8,121,66.0,250,37.3,148,37.9,210,45.6,258,46.9,140,33.7,204,31.8,58,38.8,52,30.4,85
2012,Vermont,227,AE,1,16,64,104.447,137,100.224,129,61.3192,298,102.5,143,100.0,148,0.571,143,49.4,161,45.8,44,19.4,130,20.0,179,34.2,100,70.1,77,37.9,132,33.1,97,48.4,149,44.9,65,34.6,151,31.9,65,29.5,253,31.6,123
2012,Virginia,229,ACC,3,10,64,106.186,106,88.8224,5,58.3843,341,104.3,113,87.6,5,0.882,25,50.9,97,44.3,17,18.6,79,21.1,127,27.9,288,74.6,5,35.8,188,31.1,55,51.1,50,44.3,47,33.7,204,29.5,14,29.5,253,32.0,141
2012,West Virginia,235,BE,2,10,64,111.599,36,97.0738,72,63.2691,224,110.9,35,95.5,63,0.848,36,48.7,182,49.4,195,19.3,124,20.3,166,41.2,4,69.7,91,38.1,124,31.2,58,50.1,94,50.2,263,30.2,318,31.7,55,30.3,230,30.4,85
2012,Western Kentucky,236,SB,4,16,64,98.1875,252,101.022,139,66.9018,55,96.5,261,99.6,143,0.41,202,44.8,315,47.4,106,21.9,270,21.3,117,33.6,138,67.2,204,40.3,72,38.8,231,44.1,303,46.5,115,30.8,305,33.3,126,33.2,163,25.7,10
2012,Wichita St.,238,MVC,4,5,64,116.963,10,93.7271,22,65.0878,130,115.9,7,92.6,28,0.93,9,54.2,14,44.7,22,17.9,48,18.7,257,33.5,144,73.7,13,35.2,201,33.4,111,53.5,14,43.5,32,37.0,61,31.4,48,33.1,165,32.4,160
2012,Wisconsin,240,B10,2,4,16,111.961,31,88.662,4,57.0497,344,110.6,37,87.4,4,0.938,8,49.7,148,41.8,2,15.1,2,18.5,267,30.4,237,71.9,39,31.1,301,29.9,40,46.6,215,41.3,5,36.1,88,28.9,8,40.4,32,24.0,3
2012,Xavier,244,A10,4,10,16,107.588,85,95.9824,53,65.9384,93,106.3,78,94.7,51,0.791,56,49.6,151,45.3,31,18.6,79,18.6,262,31.6,196,69.9,83,40.8,67,36.4,183,48.7,136,44.9,65,34.9,141,30.6,28,25.2,327,35.7,272
2011,Akron,2,MAC,2,15,64,103.29,161,99.533,106,66.2222,147,101.4,176,98.6,107,0.58,135,49.9,135,46.5,63,17.7,47,20.5,142,28.5,292,67.0,215,31.9,304,38.2,178,47.3,198,46.0,100,36.0,85,31.8,41,38.3,51,30.4,98
2011,Alabama St.,4,SWAC,0,16,68,92.3675,311,105.437,238,63.859,259,90.1,328,105.6,247,0.139,320,44.4,324,46.7,70,23.6,327,23.4,29,36.2,49,66.4,242,46.7,19,52.7,338,44.6,298,43.5,24,29.2,337,36.1,263,31.3,213,29.8,76
2011,Arizona,8,P10,3,5,8,115.936,14,97.0522,67,65.5658,176,115.7,12,95.7,60,0.899,19,54.4,11,48.4,133,18.9,105,18.7,258,33.3,141,71.0,55,44.1,41,36.3,139,51.2,39,50.5,280,39.9,11,28.8,2,36.8,75,28.5,45
2011,Belmont,15,ASun,1,13,64,112.236,36,93.268,29,68.7655,43,110.8,43,93.2,33,0.88,28,54.4,11,45.6,34,19.9,165,27.4,2,37.9,16,67.8,176,38.0,164,45.8,304,52.4,16,44.1,35,38.1,31,32.7,79,42.2,18,30.3,95
2011,Boston University,19,AE,2,16,64,102.907,166,103.292,186,63.0646,291,101.7,170,103.4,212,0.453,186,47.4,246,45.6,34,19.0,112,17.9,292,34.6,97,65.8,257,37.7,174,30.6,40,43.5,315,44.1,35,35.5,112,32.1,52,39.8,38,37.6,307
2011,Bucknell,22,Pat,3,14,64,105.356,114,97.7759,79,65.0026,217,103.9,120,96.7,77,0.696,93,51.2,74,45.0,18,17.1,26,18.0,286,26.0,324,71.2,52,34.3,266,35.8,128,47.1,204,43.7,27,40.2,7,31.5,33,31.3,213,36.6,286
2011,Butler,24,Horz,1,8,2,112.272,34,97.278,69,63.7754,265,111.6,36,96.5,72,0.842,44,51.0,83,48.8,157,17.1,26,19.1,235,32.4,167,72.6,15,38.4,150,39.5,218,49.0,120,48.7,208,36.2,79,32.7,79,36.9,71,36.1,273
2011,BYU,25,MWC,1,3,16,117.73,8,94.2638,38,70.3423,20,116.7,10,94.2,44,0.922,13,51.8,57,46.5,63,15.3,4,20.3,157,31.5,205,71.3,49,39.0,134,33.2,79,50.4,73,44.7,54,36.1,81,33.9,147,37.1,67,30.1,86
2011,Cincinnati,32,BE,3,6,32,109.822,58,90.218,9,63.2667,283,108.8,60,90.4,11,0.894,23,49.3,165,45.8,41,18.1,64,22.4,51,38.4,10,69.4,94,38.6,140,35.1,109,48.6,141,44.8,58,33.9,193,32.2,59,34.2,137,29.4,68
2011,Clemson,33,ACC,4,12,64,107.856,84,90.4152,10,64.0185,255,108.2,66,90.9,17,0.881,27,50.2,112,45.2,22,20.4,203,23.2,33,34.6,97,67.5,190,38.5,144,34.7,102,49.1,115,43.7,27,34.9,154,32.2,59,34.7,127,32.2,160
2011,Connecticut,40,BE,3,3,1,114.804,21,93.1006,27,65.3986,186,113.8,20,93.9,40,0.901,18,48.1,215,45.3,25,17.5,39,18.1,283,39.5,7,65.3,269,34.3,266,27.4,16,47.5,186,43.1,19,33.2,223,33.5,121,29.3,259,31.1,113
2011,Duke,50,ACC,3,1,16,118.637,6,89.0891,5,69.1256,38,118.3,7,88.9,3,0.964,3,53.6,22,43.8,8,17.3,31,21.3,94,35.4,75,66.5,238,37.4,190,30.2,39,52.1,21,42.6,16,37.5,43,31.6,34,35.6,108,24.2,4
2011,Florida,55,SEC,1,2,8,114.555,23,95.0304,45,62.5758,309,113.3,27,94.1,42,0.894,23,51.7,62,47.6,108,19.1,119,19.3,219,38.4,10,70.1,75,35.9,229,26.6,8,50.9,53,47.5,171,35.6,106,31.9,43,31.1,221,31.9,152
2011,Florida St.,58,ACC,2,10,16,103.157,162,88.1874,2,67.5152,73,101.2,183,87.1,1,0.849,41,49.1,175,42.2,3,23.1,319,22.2,61,35.7,64,69.1,108,38.0,164,36.4,141,48.9,127,40.3,1,33.0,237,30.1,13,33.4,154,38.8,320
2011,George Mason,62,CAA,4,8,32,113.269,28,94.9599,44,65.0301,213,111.3,38,94.9,48,0.862,36,53.6,22,45.8,41,16.8,17,20.9,117,32.8,154,68.8,121,39.3,131,32.0,58,50.9,53,45.2,72,39.7,14,31.3,30,31.0,223,32.7,178
2011,Georgetown,64,BE,2,6,64,114.287,24,95.2916,48,63.7784,263,113.7,23,95.3,52,0.884,26,54.4,11,46.6,66,20.6,217,17.7,302,33.6,131,67.5,190,33.6,280,36.6,145,54.6,5,45.4,78,36.0,85,33.0,99,36.6,78,28.9,53
2011,Georgia,65,SEC,4,10,64,107.153,90,95.1889,47,64.1695,247,108.3,65,94.0,41,0.836,47,49.4,158,44.7,17,20.3,191,18.5,267,36.8,29,68.3,146,36.6,207,35.1,109,48.9,127,43.1,19,34.0,189,32.2,59,25.1,326,32.0,155
2011,Gonzaga,68,WCC,1,11,32,110.61,51,94.1013,37,66.6571,118,109.2,55,92.9,30,0.865,33,52.5,38,46.5,63,19.7,152,21.3,94,35.5,69,71.1,53,41.6,78,35.7,126,52.1,21,42.2,8,35.6,106,36.1,263,28.4,277,35.7,264
2011,Hampton,71,MEAC,3,16,64,93.9345,299,97.7279,76,66.566,122,93.0,302,97.2,84,0.376,218,46.2,294,42.5,4,17.8,51,23.1,34,29.5,269,64.0,315,42.2,70,36.7,151,45.1,286,40.5,2,32.1,280,31.2,27,35.7,103,30.9,104
2011,Illinois,78,B10,2,9,32,112.305,33,92.727,25,65.2946,194,113.4,25,91.5,20,0.922,13,52.8,33,45.4,27,19.1,119,18.4,271,32.1,185,68.1,157,28.6,334,32.5,68,50.4,73,45.2,72,38.7,22,30.5,16,31.4,210,34.8,242
2011,Indiana St.,80,MVC,4,14,64,101.49,192,96.8677,63,65.4175,185,102.1,165,95.6,57,0.681,99,48.8,186,45.9,44,21.4,250,19.3,219,31.3,214,70.0,79,38.4,150,45.1,295,46.4,233,44.2,38,35.5,112,32.9,92,36.1,91,33.3,200
2011,Kansas,86,B12,2,1,8,119.505,5,90.8029,12,68.9821,40,120.0,4,89.4,5,0.967,2,57.7,1,44.7,17,19.1,119,20.3,157,36.5,41,72.0,24,40.6,101,32.8,70,57.5,1,44.9,61,38.7,22,29.4,7,32.6,175,33.6,207
2011,Kansas St.,87,B12,1,5,32,109.524,61,92.0845,20,66.786,112,108.9,58,90.9,17,0.889,24,49.7,143,47.0,82,21.7,264,22.7,42,41.2,4,69.0,113,42.7,58,45.4,301,46.5,230,45.1,67,37.4,45,34.7,189,33.0,166,27.8,31
2011,Kentucky,90,SEC,4,4,4,117.76,7,92.4889,23,65.932,163,118.4,6,92.2,26,0.947,6,52.4,42,44.0,10,15.9,9,18.3,277,35.2,81,69.2,101,37.1,195,30.7,42,49.0,120,41.6,6,39.7,14,33.2,105,31.9,199,29.9,78
2011,Little Rock,97,SB,0,16,68,100.167,217,104.657,221,64.4828,237,99.3,218,104.6,233,0.355,224,47.7,233,50.3,233,17.9,53,20.8,123,29.3,274,68.1,157,42.4,67,45.3,300,42.1,335,49.9,261,39.7,14,34.0,154,31.7,203,35.5,259
2011,LIU Brooklyn,98,NEC,4,15,64,108.912,70,103.533,190,73.2043,5,106.3,89,102.7,192,0.598,122,52.4,42,48.2,127,20.4,203,19.9,182,37.9,16,67.8,176,50.6,2,25.0,3,51.2,39,49.7,255,36.6,67,30.0,10,31.4,210,32.6,175
2011,Louisville,102,BE,2,4,64,111.247,45,88.3769,4,66.988,98,111.4,37,89.7,6,0.924,11,52.5,38,44.5,13,18.9,105,23.2,33,35.2,81,65.0,280,29.8,325,40.0,229,51.5,32,43.8,30,36.1,81,30.6,20,40.5,29,33.0,193
2011,Marquette,107,BE,4,11,16,115.623,16,97.4927,74,66.7571,113,115.3,15,97.2,84,0.877,30,51.4,72,50.0,221,17.5,39,20.5,142,36.2,49,67.1,205,44.7,36,29.2,28,50.9,53,47.6,172,35.2,128,36.3,273,26.3,313,34.7,234
2011,Memphis,111,CUSA,3,12,64,103.673,147,96.7112,62,67.8874,62,103.6,129,96.3,68,0.699,90,50.3,107,46.7,70,21.9,273,21.3,94,35.4,75,64.7,291,39.5,126,38.5,188,51.0,46,45.3,76,32.7,253,33.2,105,32.5,179,31.1,113
2011,Michigan,114,B10,3,8,32,110.77,48,95.3533,49,61.959,322,109.9,49,94.2,44,0.855,39,51.9,55,48.9,160,16.3,12,18.6,261,25.0,332,70.6,65,27.9,339,29.7,35,50.9,53,48.9,227,35.4,120,32.7,79,43.2,12,37.3,298
2011,Michigan St.,115,B10,1,10,64,108.503,75,93.7079,32,65.0151,214,108.0,68,93.4,36,0.842,44,48.6,192,47.8,118,20.0,169,17.8,299,34.6,97,71.5,41,36.7,203,37.3,161,46.9,211,44.7,54,34.8,160,36.3,273,32.8,170,31.5,132
2011,Missouri,122,B12,3,11,64,112.932,31,96.3729,59,71.2086,13,112.5,28,95.8,61,0.864,35,51.7,62,49.1,174,17.1,26,24.8,7,33.2,144,63.3,324,34.7,258,40.7,239,50.5,70,48.1,188,36.4,73,34.3,167,31.1,221,29.5,69
2011,Morehead St.,125,OVC,2,13,32,105.208,116,98.4152,86,63.8399,261,103.7,127,98.8,110,0.636,112,51.1,78,49.3,187,23.4,325,22.9,37,41.3,3,72.1,20,41.3,88,38.5,188,50.5,70,45.7,87,34.9,154,36.9,300,33.0,166,37.6,307
2011,North Carolina,135,ACC,4,2,8,110.652,50,89.1087,6,70.5943,18,110.2,46,89.1,4,0.92,14,49.2,169,46.1,49,18.7,88,19.6,201,37.2,24,70.2,73,37.9,169,24.8,2,48.9,127,44.5,46,33.3,220,32.7,79,25.3,325,34.8,242
2011,Northern Colorado,144,BSky,3,15,64,106.011,103,101.426,138,67.118,92,104.8,107,101.1,152,0.602,121,50.2,112,48.8,157,21.8,270,20.5,142,35.8,60,71.4,46,44.4,38,44.6,289,45.4,276,46.1,103,38.4,25,35.0,208,39.3,43,41.8,342
2011,Notre Dame,149,BE,2,2,32,121.279,3,96.6246,61,63.3777,279,121.8,2,96.2,64,0.938,9,54.1,15,46.7,70,16.4,13,15.9,337,33.8,121,70.1,75,45.4,29,25.5,4,51.2,39,43.7,27,39.2,17,35.0,208,38.4,50,33.0,193
2011,Oakland,150,Sum,3,13,64,117.282,9,104.345,215,71.6088,9,115.6,14,103.1,206,0.789,67,56.1,3,49.4,191,18.8,96,16.6,326,36.3,47,68.3,146,40.0,112,30.8,43,55.8,2,47.5,171,37.7,38,36.1,263,35.1,119,29.1,58
2011,Ohio St.,152,B10,4,1,16,123.643,1,91.4115,14,64.4098,241,123.2,1,90.0,9,0.974,1,56.0,4,48.4,133,15.8,8,23.3,30,35.3,78,71.9,30,37.8,171,20.9,1,53.2,10,47.1,152,41.3,3,33.9,147,32.2,189,34.8,242
2011,Old Dominion,155,CAA,1,9,64,109.126,67,94.8747,43,60.8228,330,107.7,75,95.0,50,0.809,59,48.7,187,47.3,90,20.4,203,18.8,256,45.3,1,72.6,15,37.0,198,27.7,18,48.4,152,42.5,14,32.9,247,37.0,310,27.4,293,37.4,301
2011,Penn St.,161,B10,3,10,64,111.847,40,97.4264,72,59.8734,337,111.2,40,96.7,77,0.833,49,49.9,135,50.6,248,17.7,47,18.1,283,32.3,174,69.8,85,31.8,306,29.1,25,49.6,92,47.9,179,33.6,204,36.7,294,36.5,82,36.9,290
2011,Pittsburgh,162,BE,1,1,32,119.627,4,92.2012,21,62.2651,312,119.0,5,92.5,27,0.948,5,52.8,33,45.1,20,18.3,75,17.8,299,42.8,2,70.9,59,43.3,49,32.4,65,50.6,63,43.3,22,39.0,19,32.6,72,27.4,293,32.4,167
2011,Princeton,165,Ivy,4,13,64,106.219,100,97.4016,71,63.3505,280,105.6,99,97.5,91,0.715,85,52.1,46,46.8,75,18.9,105,18.4,271,31.2,217,73.0,11,37.4,190,35.7,126,50.3,75,45.8,93,37.3,49,33.0,99,31.1,221,27.0,19
2011,Purdue,167,B10,2,3,32,115.013,19,89.4016,7,66.3974,132,113.7,23,89.8,7,0.938,9,50.8,92,45.8,41,15.6,6,21.7,72,32.0,190,70.0,79,35.1,251,31.4,50,48.7,135,44.5,46,36.7,66,32.8,83,33.0,166,27.4,24
2011,Richmond,170,A10,2,12,16,111.003,47,95.4298,51,63.1619,288,110.2,46,95.7,60,0.835,48,53.6,22,44.6,15,16.6,15,19.8,188,28.2,295,67.1,205,33.4,284,29.2,28,50.0,79,44.4,41,40.0,10,30.1,13,36.5,82,30.0,84
2011,Saint Peter's,176,MAAC,2,14,64,95.0018,292,91.7599,18,64.6119,231,93.6,294,91.5,20,0.565,140,45.9,297,42.2,3,22.9,314,21.6,77,32.5,163,65.9,256,39.8,116,42.4,259,43.0,322,40.6,3,34.8,160,30.6,20,32.0,195,31.5,132
2011,San Diego St.,179,MWC,3,2,16,113.834,26,88.2242,3,62.8786,298,112.3,30,89.9,8,0.928,10,50.8,92,43.9,9,17.2,28,19.9,182,37.6,20,70.0,79,32.7,297,28.9,24,51.1,42,43.2,20,33.6,204,30.5,16,30.2,243,29.7,70
2011,St. John's,192,BE,1,6,64,110.496,52,93.6698,31,66.3588,138,110.1,48,93.0,31,0.875,32,49.4,158,50.5,243,18.7,88,24.1,15,33.1,146,67.1,205,44.8,35,39.9,226,49.4,104,47.4,165,33.0,237,36.6,290,24.0,334,40.3,333
2011,Syracuse,196,BE,4,3,32,114.248,25,91.6187,17,65.0381,212,113.5,24,91.9,23,0.919,16,52.8,33,45.2,22,18.3,75,20.7,130,37.0,26,66.5,238,35.6,242,29.4,32,52.5,15,44.5,46,35.7,97,30.8,24,31.4,210,39.0,322
2011,Temple,198,A10,3,7,32,109.724,59,92.7362,26,64.7767,230,107.9,72,92.2,26,0.859,37,50.1,121,46.0,45,16.3,12,20.0,172,32.1,185,71.5,41,34.5,261,27.3,14,48.9,127,43.4,23,35.4,120,35.1,214,30.1,245,27.6,26
2011,Tennessee,199,SEC,3,9,64,107.96,81,94.5968,41,66.3754,135,109.1,57,93.8,39,0.85,40,47.8,230,47.5,101,19.5,138,20.8,123,38.2,12,67.9,169,39.7,119,38.8,196,48.8,133,46.3,115,30.4,317,33.2,105,29.8,249,36.7,288
2011,Texas,200,B12,3,4,32,114.882,20,88.1564,1,65.8605,166,113.7,23,87.7,2,0.952,4,50.3,107,42.0,1,17.3,31,19.0,243,38.2,12,69.7,86,43.2,50,31.1,46,48.1,164,41.5,5,37.7,38,29.0,3,26.0,319,25.6,10
